iter	RMSE
214	1.129852167
215	1.129413797
216	1.129228093
217	1.129035155
218	1.12877304
219	1.128599943
220	1.128193927
221	1.128043643
222	1.127850304
223	1.127611375
224	1.127377791
225	1.127157066
226	1.126879688
227	1.126703158
228	1.126598851
229	1.126329774
230	1.126052868
231	1.125821184
232	1.125488535
233	1.125262492
234	1.125109788
235	1.124830004
236	1.124687027
237	1.124486046
238	1.124275403
239	1.12406335
240	1.123820672
241	1.123506529
242	1.123322851
243	1.123174397
244	1.122911806
245	1.122667135
246	1.122184843
247	1.121968408
248	1.121743092
249	1.121562447
250	1.121387316
251	1.121258946
252	1.121113869
253	1.120908151
254	1.120697657
255	1.12045888
256	1.120243773
257	1.119963504
258	1.119733117
259	1.119613922
260	1.119430015
261	1.119216944
262	1.118880781
263	1.118665485
264	1.118498856
265	1.118259834
266	1.118062986
267	1.11767563
268	1.117468716
269	1.117213615
270	1.11684078
271	1.116681393
272	1.11644837
273	1.116250563
274	1.116087789
275	1.115864887
276	1.115662824
277	1.115496621
278	1.115261331
279	1.115139335
280	1.114946764
281	1.114775172
282	1.114606646
283	1.114403469
284	1.11410321
285	1.113879222
286	1.113704879
287	1.113564404
288	1.11333065
289	1.113184171
290	1.112994616
291	1.112645243
292	1.112492671
293	1.112177821
294	1.111977319
295	1.111700755
296	1.111508581
297	1.111336101
298	1.11113121
299	1.111035028
300	1.110932106
301	1.110764043
302	1.110586431
303	1.11045743
304	1.110231194
305	1.11003898
306	1.109877326
307	1.109766194
308	1.109481403
309	1.10944581
310	1.108935425
311	1.108782466
312	1.108660616
313	1.108553957
314	1.108418988
315	1.108093593
316	1.10793475
317	1.107824731
318	1.107613473
319	1.107436214
320	1.10727144
321	1.10714558
322	1.106949649
323	1.106721876
324	1.106576201
325	1.106382741
326	1.106233835
327	1.106109912
328	1.105988358
329	1.105816256
330	1.105654361
331	1.105531897
332	1.105470633
333	1.105356053
334	1.105236608
335	1.10499106
336	1.104776507
337	1.104617933
338	1.104382492
339	1.104244975
340	1.103872954
341	1.10371091
342	1.103620153
343	1.103371062
344	1.10309084
345	1.103037436
346	1.102862843
347	1.1026421
348	1.102472359
349	1.102415571
350	1.102226335
351	1.10212755
352	1.101915157
353	1.101746806
354	1.101654896
355	1.101578944
356	1.10151861
357	1.101409893
358	1.101300518
359	1.101170369
360	1.101077316
361	1.101035193
362	1.100908547
363	1.100835507
364	1.100723965
365	1.100400474
366	1.100266718
367	1.100157711
368	1.099895437
369	1.099716676
370	1.099560124
371	1.099439256
372	1.099138493
373	1.098965455
374	1.098748686
375	1.098521432
376	1.098368962
377	1.098200474
378	1.098084189
379	1.097957553
380	1.097836905
381	1.097748253
382	1.097652164
383	1.097554608
384	1.097353976
385	1.097197081
386	1.096948877
387	1.096880895
388	1.09671035
389	1.096546287
390	1.096438615
391	1.096316611
392	1.096229953
393	1.096064458
394	1.095939675
395	1.095868276
396	1.095733909
397	1.095680096
398	1.095605204
399	1.095512128
400	1.095303944
401	1.095171196
402	1.095054273
403	1.094904583
404	1.094641877
405	1.094534158
406	1.094405281
407	1.094251947
408	1.094122186
409	1.093991237
410	1.093904822
411	1.093808354
412	1.093715489
413	1.093573025
414	1.093444505
415	1.093387996
416	1.093229169
417	1.093017133
418	1.092962449
419	1.092837832
420	1.092704233
421	1.092601254
422	1.09250931
423	1.092351205
424	1.092314765
425	1.092124459
426	1.092080192
427	1.091969569
428	1.091831735
429	1.091696195
430	1.091635617
431	1.091552383
432	1.091503493
433	1.091351638
434	1.091245069
435	1.091110261
436	1.09102791
437	1.090918572
438	1.090834028
439	1.090724316
440	1.090605642
441	1.090528595
442	1.09046627
443	1.090401691
444	1.09022856
445	1.090088836
446	1.090014903
447	1.089898646
448	1.089561217
449	1.089463966
450	1.089339873
451	1.089192274
452	1.089150754
453	1.089048719
454	1.088912524
455	1.088736853
456	1.088652436
457	1.088520563
458	1.088376682
459	1.088178839
460	1.088096751
461	1.088012596
462	1.087926436
463	1.087878923
464	1.087671393
465	1.087574627
466	1.087473047
467	1.087360681
468	1.087254192
469	1.087123519
470	1.087049247
471	1.086942754
472	1.086839144
473	1.086664748
474	1.086604068
475	1.086500772
476	1.086466502
477	1.086306529
478	1.086282498
479	1.086192883
480	1.086106375
481	1.086030236
482	1.085913057
483	1.085831459
484	1.085725657
485	1.085612443
486	1.085492872
487	1.085408491
488	1.085320876
489	1.085219473
490	1.085107662
491	1.084980672
492	1.084884291
493	1.084831614
494	1.084742143
495	1.084633609
496	1.084445966
497	1.084321349
498	1.084249062
499	1.084141719
